"SpcRecID","Scientific name","English name","Family","Global IUCN Red List Category"
"1018288","Cistothorus platensis","Grass Wren","Troglodytidae (Wrens)","LC"
"6922","Campylorhynchus zonatus","Band-backed Wren","Troglodytidae (Wrens)","LC"
"6923","Campylorhynchus albobrunneus","White-headed Wren","Troglodytidae (Wrens)","LC"
"6943","Pheugopedius fasciatoventris","Black-bellied Wren","Troglodytidae (Wrens)","LC"
"6941","Pheugopedius atrogularis","Black-throated Wren","Troglodytidae (Wrens)","LC"
"6942","Pheugopedius spadix","Sooty-headed Wren","Troglodytidae (Wrens)","LC"
"6951","Pheugopedius rutilus","Rufous-breasted Wren","Troglodytidae (Wrens)","LC"
"6959","Thryophilus rufalbus","Rufous-and-white Wren","Troglodytidae (Wrens)","LC"
"6956","Cantorchilus leucopogon","Stripe-throated Wren","Troglodytidae (Wrens)","LC"
"6955","Cantorchilus thoracicus","Stripe-breasted Wren","Troglodytidae (Wrens)","LC"
"6963","Cantorchilus leucotis","Buff-breasted Wren","Troglodytidae (Wrens)","LC"
"6953","Cantorchilus semibadius","Riverside Wren","Troglodytidae (Wrens)","LC"
"6954","Cantorchilus nigricapillus","Bay Wren","Troglodytidae (Wrens)","LC"
"1018312","Cantorchilus modestus","Plain Wren","Troglodytidae (Wrens)","LC"
"1018314","Cantorchilus zeledoni","Canebrake Wren","Troglodytidae (Wrens)","LC"
"6978","Henicorhina leucosticta","White-breasted Wood-wren","Troglodytidae (Wrens)","LC"
"1018316","Henicorhina leucophrys","Grey-breasted Wood-wren","Troglodytidae (Wrens)","LC"
"6985","Cyphorhinus phaeocephalus","Song Wren","Troglodytidae (Wrens)","LC"
"6275","Cinclus mexicanus","American Dipper","Cinclidae (Dippers)","LC"
"6846","Dumetella carolinensis","Grey Catbird","Mimidae (Mockingbirds and thrashers)","LC"
"6356","Myadestes melanops","Black-faced Solitaire","Turdidae (Thrushes)","LC"
"6357","Myadestes coloratus","Varied Solitaire","Turdidae (Thrushes)","NT"
"6374","Hylocichla mustelina","Wood Thrush","Turdidae (Thrushes)","LC"
"1018277","Catharus swainsoni","Swainson's Thrush","Turdidae (Thrushes)","LC"
"1018273","Catharus ustulatus","Russet-backed Thrush","Turdidae (Thrushes)","LC"
"6370","Catharus fuscescens","Veery","Turdidae (Thrushes)","LC"
"6371","Catharus minimus","Grey-cheeked Thrush","Turdidae (Thrushes)","LC"
"6367","Catharus frantzii","Ruddy-capped Nightingale-thrush","Turdidae (Thrushes)","LC"
"6363","Catharus gracilirostris","Black-billed Nightingale-thrush","Turdidae (Thrushes)","LC"
"6364","Catharus aurantiirostris","Orange-billed Nightingale-thrush","Turdidae (Thrushes)","LC"
"6368","Catharus mexicanus","Black-headed Nightingale-thrush","Turdidae (Thrushes)","LC"
"6365","Catharus fuscater","Slaty-backed Nightingale-thrush","Turdidae (Thrushes)","LC"
"6428","Turdus plebejus","Mountain Thrush","Turdidae (Thrushes)","LC"
"6431","Turdus obsoletus","Pale-vented Thrush","Turdidae (Thrushes)","LC"
"6439","Turdus assimilis","White-throated Thrush","Turdidae (Thrushes)","LC"
"6434","Turdus grayi","Clay-colored Thrush","Turdidae (Thrushes)","LC"
"6414","Turdus nigrescens","Sooty Thrush","Turdidae (Thrushes)","LC"
"6272","Bombycilla cedrorum","Cedar Waxwing","Bombycillidae (Waxwings)","LC"
"6269","Phainoptila melanoxantha","Black-and-yellow Silky-flycatcher","Ptiliogonatidae (Silky-flycatchers)","LC"
"6267","Ptiliogonys caudatus","Long-tailed Silky-flycatcher","Ptiliogonatidae (Silky-flycatchers)","LC"
"1018048","Anthus lutescens","Yellowish Pipit","Motacillidae (Pipits and Wagtails)","LC"
"9374","Chlorophonia flavirostris","Yellow-collared Chlorophonia","Fringillidae (Finches)","LC"
"9378","Chlorophonia callophrys","Golden-browed Chlorophonia","Fringillidae (Finches)","LC"
"9350","Euphonia luteicapilla","Yellow-crowned Euphonia","Fringillidae (Finches)","LC"
"9357","Euphonia laniirostris","Thick-billed Euphonia","Fringillidae (Finches)","LC"
"9358","Euphonia hirundinacea","Yellow-throated Euphonia","Fringillidae (Finches)","LC"
"9360","Euphonia elegantissima","Elegant Euphonia","Fringillidae (Finches)","LC"
"9364","Euphonia fulvicrissa","Fulvous-vented Euphonia","Fringillidae (Finches)","LC"
"9363","Euphonia imitans","Spot-crowned Euphonia","Fringillidae (Finches)","LC"
"9365","Euphonia gouldi","Olive-backed Euphonia","Fringillidae (Finches)","LC"
"9368","Euphonia minuta","White-vented Euphonia","Fringillidae (Finches)","LC"
"9369","Euphonia anneae","Tawny-capped Euphonia","Fringillidae (Finches)","LC"
"9370","Euphonia xanthogaster","Orange-bellied Euphonia","Fringillidae (Finches)","LC"
"8829","Spinus psaltria","Lesser Goldfinch","Fringillidae (Finches)","LC"
"8825","Spinus xanthogastrus","Yellow-bellied Siskin","Fringillidae (Finches)","LC"
"9264","Rhodinocichla rosea","Rosy Thrush-tanager","Rhodinocichlidae (Thrush-tanager)","LC"
"9046","Arremonops conirostris","Black-striped Sparrow","Passerellidae (New World sparrows)","LC"
"8996","Ammodramus savannarum","Grasshopper Sparrow","Passerellidae (New World sparrows)","LC"
"9224","Chlorospingus flavopectus","Common Bush-tanager","Passerellidae (New World sparrows)","LC"
"9225","Chlorospingus tacarcunae","Tacarcuna Bush-tanager","Passerellidae (New World sparrows)","LC"
"9226","Chlorospingus inornatus","Pirre Bush-tanager","Passerellidae (New World sparrows)","LC"
"9228","Chlorospingus pileatus","Sooty-capped Bush-tanager","Passerellidae (New World sparrows)","LC"
"1017765","Chlorospingus hypophaeus","Orange-throated Bush-tanager","Passerellidae (New World sparrows)","LC"
"9232","Chlorospingus canigularis","Ashy-throated Bush-tanager","Passerellidae (New World sparrows)","LC"
"9076","Arremon crassirostris","Sooty-faced Finch","Passerellidae (New World sparrows)","LC"
"9069","Arremon brunneinucha","Chestnut-capped Brush-finch","Passerellidae (New World sparrows)","LC"
"112667","Arremon costaricensis","Costa Rican Brush-finch","Passerellidae (New World sparrows)","LC"
"112673","Arremon atricapillus","Black-headed Brush-finch","Passerellidae (New World sparrows)","LC"
"9038","Arremon aurantiirostris","Orange-billed Sparrow","Passerellidae (New World sparrows)","LC"
"9074","Pselliophorus tibialis","Yellow-thighed Finch","Passerellidae (New World sparrows)","LC"
"9075","Pselliophorus luteoviridis","Yellow-green Finch","Passerellidae (New World sparrows)","VU"
"32214","Atlapetes albinucha","White-naped Brush-finch","Passerellidae (New World sparrows)","LC"
"9073","Pezopetes capitalis","Large-footed Finch","Passerellidae (New World sparrows)","LC"
"8985","Junco vulcani","Volcano Junco","Passerellidae (New World sparrows)","LC"
"8980","Zonotrichia capensis","Rufous-collared Sparrow","Passerellidae (New World sparrows)","LC"
"9193","Zeledonia coronata","Wrenthrush","Zeledoniidae (Wrenthrush)","LC"
"9194","Icteria virens","Yellow-breasted Chat","Icteridae (New World blackbirds)","LC"
"9753","Dolichonyx oryzivorus","Bobolink","Icteridae (New World blackbirds)","LC"
"32505","Sturnella magna","Eastern Meadowlark","Icteridae (New World blackbirds)","NT"
"30206","Leistes militaris","Red-breasted Blackbird","Icteridae (New World blackbirds)","LC"
"9677","Amblycercus holosericeus","Yellow-billed Cacique","Icteridae (New World blackbirds)","LC"
"9662","Psarocolius wagleri","Chestnut-headed Oropendola","Icteridae (New World blackbirds)","LC"
"9658","Psarocolius decumanus","Crested Oropendola","Icteridae (New World blackbirds)","LC"
"9664","Psarocolius montezuma","Montezuma Oropendola","Icteridae (New World blackbirds)","LC"
"9667","Psarocolius guatimozinus","Black Oropendola","Icteridae (New World blackbirds)","LC"
"1017884","Cacicus microrhynchus","Scarlet-rumped Cacique","Icteridae (New World blackbirds)","LC"
"1017886","Cacicus pacificus","Pacific Cacique","Icteridae (New World blackbirds)","LC"
"1017888","Cacicus flavicrissus","Black-tailed Cacique","Icteridae (New World blackbirds)","LC"
"9681","Icterus chrysater","Yellow-backed Oriole","Icteridae (New World blackbirds)","LC"
"9693","Icterus galbula","Baltimore Oriole","Icteridae (New World blackbirds)","LC"
"9685","Icterus mesomelas","Yellow-tailed Oriole","Icteridae (New World blackbirds)","LC"
"31354","Icterus prosthemelas","Black-cowled Oriole","Icteridae (New World blackbirds)","LC"
"1017891","Icterus spurius","Orchard Oriole","Icteridae (New World blackbirds)","LC"
"9686","Icterus auricapillus","Orange-crowned Oriole","Icteridae (New World blackbirds)","LC"
"9752","Molothrus oryzivorus","Giant Cowbird","Icteridae (New World blackbirds)","LC"
"9749","Molothrus bonariensis","Shiny Cowbird","Icteridae (New World blackbirds)","LC"
"31535","Molothrus aeneus","Bronzed Cowbird","Icteridae (New World blackbirds)","LC"
"9738","Quiscalus mexicanus","Great-tailed Grackle","Icteridae (New World blackbirds)","LC"
"9712","Chrysomus icterocephalus","Yellow-hooded Blackbird","Icteridae (New World blackbirds)","LC"
"9130","Seiurus aurocapilla","Ovenbird","Parulidae (New World warblers)","LC"
"9128","Helmitheros vermivorum","Worm-eating Warbler","Parulidae (New World warblers)","LC"
"9132","Parkesia motacilla","Louisiana Waterthrush","Parulidae (New World warblers)","LC"
"9131","Parkesia noveboracensis","Northern Waterthrush","Parulidae (New World warblers)","LC"
"9086","Vermivora chrysoptera","Golden-winged Warbler","Parulidae (New World warblers)","NT"
"9085","Vermivora cyanoptera","Blue-winged Warbler","Parulidae (New World warblers)","LC"
"9125","Mniotilta varia","Black-and-white Warbler","Parulidae (New World warblers)","LC"
"9127","Protonotaria citrea","Prothonotary Warbler","Parulidae (New World warblers)","LC"
"9096","Oreothlypis gutturalis","Flame-throated Warbler","Parulidae (New World warblers)","LC"
"9087","Leiothlypis peregrina","Tennessee Warbler","Parulidae (New World warblers)","LC"
"9145","Geothlypis poliocephala","Grey-crowned Yellowthroat","Parulidae (New World warblers)","LC"
"1017902","Geothlypis chiriquensis","Chiriqui Yellowthroat","Parulidae (New World warblers)","LC"
"9136","Geothlypis tolmiei","MacGillivray's Warbler","Parulidae (New World warblers)","LC"
"9135","Geothlypis philadelphia","Mourning Warbler","Parulidae (New World warblers)","LC"
"9133","Geothlypis formosa","Kentucky Warbler","Parulidae (New World warblers)","LC"
"1017905","Geothlypis bairdi","Baird's Yellowthroat","Parulidae (New World warblers)","LC"
"9137","Geothlypis trichas","Common Yellowthroat","Parulidae (New World warblers)","LC"
"9150","Setophaga citrina","Hooded Warbler","Parulidae (New World warblers)","LC"
"9126","Setophaga ruticilla","American Redstart","Parulidae (New World warblers)","LC"
"9100","Setophaga tigrina","Cape May Warbler","Parulidae (New World warblers)","LC"
"9120","Setophaga cerulea","Cerulean Warbler","Parulidae (New World warblers)","NT"
"1017918","Setophaga pitiayumi","Tropical Parula","Parulidae (New World warblers)","LC"
"9099","Setophaga magnolia","Magnolia Warbler","Parulidae (New World warblers)","LC"
"9118","Setophaga castanea","Bay-breasted Warbler","Parulidae (New World warblers)","LC"
"9108","Setophaga fusca","Blackburnian Warbler","Parulidae (New World warblers)","LC"
"9097","Setophaga petechia","American Yellow Warbler","Parulidae (New World warblers)","LC"
"9098","Setophaga pensylvanica","Chestnut-sided Warbler","Parulidae (New World warblers)","LC"
"9119","Setophaga striata","Blackpoll Warbler","Parulidae (New World warblers)","NT"
"9101","Setophaga caerulescens","Black-throated Blue Warbler","Parulidae (New World warblers)","LC"
"9117","Setophaga palmarum","Palm Warbler","Parulidae (New World warblers)","LC"
"1017912","Setophaga coronata","Myrtle Warbler","Parulidae (New World warblers)","LC"
"112653","Setophaga dominica","Yellow-throated Warbler","Parulidae (New World warblers)","LC"
"9104","Setophaga townsendi","Townsend's Warbler","Parulidae (New World warblers)","LC"
"9106","Setophaga virens","Black-throated Green Warbler","Parulidae (New World warblers)","LC"
"9191","Myiothlypis fulvicauda","Buff-rumped Warbler","Parulidae (New World warblers)","LC"
"9183","Basileuterus rufifrons","Rufous-capped Warbler","Parulidae (New World warblers)","LC"
"9185","Basileuterus melanogenys","Black-cheeked Warbler","Parulidae (New World warblers)","LC"
"9186","Basileuterus ignotus","Pirre Warbler","Parulidae (New World warblers)","VU"
"1017933","Basileuterus culicivorus","Stripe-crowned Warbler","Parulidae (New World warblers)","LC"
"9187","Basileuterus tristriatus","Three-striped Warbler","Parulidae (New World warblers)","LC"
"9152","Cardellina canadensis","Canada Warbler","Parulidae (New World warblers)","LC"
"9151","Cardellina pusilla","Wilson's Warbler","Parulidae (New World warblers)","LC"
"9157","Myioborus miniatus","Slate-throated Whitestart","Parulidae (New World warblers)","LC"
"9163","Myioborus torquatus","Collared Whitestart","Parulidae (New World warblers)","LC"
"9265","Mitrospingus cassinii","Dusky-faced Tanager","Mitrospingidae (Mitrospingid tanagers)","LC"
"9618","Pheucticus tibialis","Black-thighed Grosbeak","Cardinalidae (Cardinals)","LC"
"9620","Pheucticus ludovicianus","Rose-breasted Grosbeak","Cardinalidae (Cardinals)","LC"
"9615","Spiza americana","Dickcissel","Cardinalidae (Cardinals)","LC"
"9651","Passerina cyanea","Indigo Bunting","Cardinalidae (Cardinals)","LC"
"9649","Passerina caerulea","Blue Grosbeak","Cardinalidae (Cardinals)","LC"
"9653","Passerina ciris","Painted Bunting","Cardinalidae (Cardinals)","LC"
"1018395","Amaurospiza moesta","Blue Seedeater","Cardinalidae (Cardinals)","LC"
"1017960","Cyanoloxia cyanoides","Blue-black Grosbeak","Cardinalidae (Cardinals)","LC"
"9290","Habia fuscicauda","Red-throated Ant-tanager","Cardinalidae (Cardinals)","LC"
"9289","Habia rubica","Red-crowned Ant-tanager","Cardinalidae (Cardinals)","LC"
"1017965","Habia carmioli","Carmiol's Tanager","Cardinalidae (Cardinals)","LC"
"9268","Habia olivacea","Lemon-spectacled Tanager","Cardinalidae (Cardinals)","LC"
"9300","Piranga leucoptera","White-winged Tanager","Cardinalidae (Cardinals)","LC"
"9298","Piranga olivacea","Scarlet Tanager","Cardinalidae (Cardinals)","LC"
"9296","Piranga rubra","Summer Tanager","Cardinalidae (Cardinals)","LC"
"9294","Piranga bidentata","Flame-colored Tanager","Cardinalidae (Cardinals)","LC"
"9299","Piranga ludoviciana","Western Tanager","Cardinalidae (Cardinals)","LC"
"1017970","Piranga hepatica","Hepatic Tanager","Cardinalidae (Cardinals)","LC"
"9625","Caryothraustes poliogaster","Black-faced Grosbeak","Cardinalidae (Cardinals)","LC"
"9626","Caryothraustes canadensis","Yellow-green Grosbeak","Cardinalidae (Cardinals)","LC"
"9323","Bangsia arcaei","Blue-and-gold Tanager","Thraupidae (Tanagers)","NT"
"9402","Tangara guttata","Speckled Tanager","Thraupidae (Tanagers)","LC"
"9385","Tangara palmeri","Grey-and-gold Tanager","Thraupidae (Tanagers)","LC"
"9313","Tangara episcopus","Blue-grey Tanager","Thraupidae (Tanagers)","LC"
"9319","Tangara palmarum","Palm Tanager","Thraupidae (Tanagers)","LC"
"9418","Tangara larvata","Golden-hooded Tanager","Thraupidae (Tanagers)","LC"
"9420","Tangara dowii","Spangle-cheeked Tanager","Thraupidae (Tanagers)","LC"
"9421","Tangara fucosa","Green-naped Tanager","Thraupidae (Tanagers)","LC"
"9405","Tangara gyrola","Bay-headed Tanager","Thraupidae (Tanagers)","LC"
"9406","Tangara lavinia","Rufous-winged Tanager","Thraupidae (Tanagers)","LC"
"9394","Tangara florida","Emerald Tanager","Thraupidae (Tanagers)","LC"
"9396","Tangara icterocephala","Silver-throated Tanager","Thraupidae (Tanagers)","LC"
"9382","Tangara inornata","Plain-colored Tanager","Thraupidae (Tanagers)","LC"
"9520","Emberizoides herbicola","Wedge-tailed Grass-finch","Thraupidae (Tanagers)","LC"
"9441","Chlorophanes spiza","Green Honeycreeper","Thraupidae (Tanagers)","LC"
"9256","Chrysothlypis chrysomelas","Black-and-yellow Tanager","Thraupidae (Tanagers)","LC"
"9278","Heterospingus rubrifrons","Sulphur-rumped Tanager","Thraupidae (Tanagers)","LC"
"9279","Heterospingus xanthopygius","Scarlet-browed Tanager","Thraupidae (Tanagers)","LC"
"9255","Hemithraupis flavicollis","Yellow-backed Tanager","Thraupidae (Tanagers)","LC"
"9447","Tersina viridis","Swallow Tanager","Thraupidae (Tanagers)","LC"
"9444","Cyanerpes caeruleus","Purple Honeycreeper","Thraupidae (Tanagers)","LC"
"9445","Cyanerpes cyaneus","Red-legged Honeycreeper","Thraupidae (Tanagers)","LC"
"9443","Cyanerpes lucidus","Shining Honeycreeper","Thraupidae (Tanagers)","LC"
"9437","Dacnis venusta","Scarlet-thighed Dacnis","Thraupidae (Tanagers)","LC"
"9438","Dacnis cayana","Blue Dacnis","Thraupidae (Tanagers)","LC"
"9439","Dacnis viguieri","Viridian Dacnis","Thraupidae (Tanagers)","LC"
"1017987","Saltator grandis","Northern Grey Saltator","Thraupidae (Tanagers)","LC"
"31353","Saltator striatipectus","Streaked Saltator","Thraupidae (Tanagers)","LC"
"9633","Saltator maximus","Buff-throated Saltator","Thraupidae (Tanagers)","LC"
"9632","Saltator atriceps","Black-headed Saltator","Thraupidae (Tanagers)","LC"
"9630","Saltator grossus","Slate-colored Grosbeak","Thraupidae (Tanagers)","LC"
"9199","Coereba flaveola","Bananaquit","Thraupidae (Tanagers)","LC"
"9574","Tiaris olivaceus","Yellow-faced Grassquit","Thraupidae (Tanagers)","LC"
"9525","Volatinia jacarina","Blue-black Grassquit","Thraupidae (Tanagers)","LC"
"9271","Eucometis penicillata","Grey-headed Tanager","Thraupidae (Tanagers)","LC"
"9283","Islerothraupis luctuosa","White-shouldered Tanager","Thraupidae (Tanagers)","LC"
"9284","Chrysocorypha delatrii","Tawny-crested Tanager","Thraupidae (Tanagers)","LC"
"9275","Lanio leucothorax","White-throated Shrike-tanager","Thraupidae (Tanagers)","NT"
"9286","Tachyphonus rufus","White-lined Tanager","Thraupidae (Tanagers)","LC"
"9304","Ramphocelus sanguinolentus","Crimson-collared Tanager","Thraupidae (Tanagers)","LC"
"9306","Ramphocelus dimidiatus","Crimson-backed Tanager","Thraupidae (Tanagers)","LC"
"9310","Ramphocelus passerinii","Scarlet-rumped Tanager","Thraupidae (Tanagers)","LC"
"30157","Ramphocelus costaricensis","Cherrie's Tanager","Thraupidae (Tanagers)","LC"
"1018015","Ramphocelus icteronotus","Lemon-rumped Tanager","Thraupidae (Tanagers)","LC"
"31401","Sporophila morelleti","White-collared Seedeater","Thraupidae (Tanagers)","LC"
"1018018","Sporophila corvina","Black Seedeater","Thraupidae (Tanagers)","LC"
"1018020","Sporophila ophthalmica","Black-breasted Seedeater","Thraupidae (Tanagers)","LC"
"1018394","Sporophila nigricollis","Yellow-bellied Seedeater","Thraupidae (Tanagers)","LC"
"30161","Sporophila funerea","Thick-billed Seed-finch","Thraupidae (Tanagers)","LC"
"9562","Sporophila angolensis","Chestnut-bellied Seed-Finch","Thraupidae (Tanagers)","LC"
"9558","Sporophila nuttingi","Nicaraguan Seed-finch","Thraupidae (Tanagers)","LC"
"9528","Sporophila schistacea","Slate-colored Seedeater","Thraupidae (Tanagers)","LC"
"9547","Sporophila minuta","Ruddy-breasted Seedeater","Thraupidae (Tanagers)","LC"
"9201","Conirostrum leucogenys","White-eared Conebill","Thraupidae (Tanagers)","LC"
"9515","Sicalis flaveola","Saffron Finch","Thraupidae (Tanagers)","LC"
"32504","Sicalis luteola","Grassland Yellow-finch","Thraupidae (Tanagers)","LC"
"9471","Spodiornis rusticus","Slaty Finch","Thraupidae (Tanagers)","LC"
"9473","Acanthidops bairdi","Peg-billed Finch","Thraupidae (Tanagers)","LC"
"9582","Diglossa plumbea","Slaty Flowerpiercer","Thraupidae (Tanagers)","LC"
